#NAME,MSINI,A,PER,TT,DEPTH,I,R,T14,RA,DEC,V,VURL,VREF,TEFF,RSTAR
#,mjupiter,au,day,,,deg,rjupiter,day,hr,deg,,,,k,rsun
Kepler-120 b,,0.0668458,6.312501,2454965.65419,,,0.19181,2.908,19.19278055508931,39.33913055578868,,,,4096,0.534
CoRoT-10 b,2.75448,0.105463,13.2406,2454273.3436,0.0161036,88.55,0.97,0.124167,19.40425000005298,0.7461111111111111,15.216,,,5075,0.79
Kepler-286 d,,0.0640044,5.914323,2454966.48698,,,0.118655,2.655,19.37841111077203,48.29428888850742,,,,5580,0.863
Kepler-338 c,,0.164238,24.310856,2454970.04147,,,0.208761,8.82,18.86526111072964,40.78435000002384,,,,5923,1.735
WASP-62 b,0.562022,0.0567187,4.411953,2455855.39195,0.0123,88.3,1.39,0.1588,5.809331667158339,-63.98838888910082,10.21,,,6230,1.28
Kepler-300 c,,0.23162,40.714955,2454979.56443,,,0.200732,8.692,19.68591111103694,48.59971944491069,,,,5986,0.9
Kepler-258 c,,0.203997,33.653079,2454980.79807,,,0.322063,4.126,19.60456944465637,46.57933055559794,,,,4942,0.915
Kepler-25 b,0,0.0708678,6.23855,2454973.5126,0.00045796,,0.23175,0.149167,19.10922777811686,39.48786111089918,10.77,,,6190,1.36
Kepler-167 c,,0.0743589,7.406097,2454967.07393,,,0.122223,2.894,19.51056111123827,38.34538888931274,,,,4796,0.696
Kepler-291 b,,0.0455136,3.546511,2454967.90112,,,0.192702,2.266,19.19441944440206,42.43729999992582,,,,6002,1.016
Kepler-332 d,,0.206247,34.21154,2454987.57732,,,0.105273,4.709,19.11086111068726,47.41369999991523,,,,4955,0.72
WASP-11 b,0.539752,0.0436466,3.722465,2454473.05588,0.0162,89.8,0.91,0.1065,3.157928610907661,30.67352777798971,11.89,,,4800,0.74
Kepler-192 c,,0.15002,21.2234,2455003.3746,,,0.248907,4.94,19.19453055593702,45.59286944495307,,,,5479,1.007
Kepler-62 c,,0.0928559,12.4417,2454967.651,0.00007,89.7,0.0481326,0.125833,18.88084972169664,45.34986111111111,13.8,,,4925,0.64
Kepler-371 c,,0.325944,67.968015,2454996.5629,,,0.158801,7.802,19.48843055566152,38.65758055580987,,,,5666,0.992
Kepler-227 b,,0.0877115,9.488015,2455003.53899,,,0.277456,3.113,19.46228055530124,48.14165000014835,,,,5854,1.091
Kepler-33 c,,0.118876,13.17562,2454976.6764,0.00025664,88.19,0.28523,0.279167,19.27183666653103,46.00519444465638,13.74,,,5904,1.82
Kepler-275 b,,0.0926511,10.300682,2454975.73999,,,0.208761,4.967,19.49864999983046,38.51491944419013,,,,6165,1.383
CoRoT-14 b,7.56823,0.0269122,1.51214,2454787.6694,0.00855625,79.6,1.09,0.06925,6.894947222603691,-5.536027777724795,16.033,,,6035,1.21
Kepler-176 d,,0.170666,25.751974,2454969.44951,,,0.223927,2.853,19.64453055593702,43.85326111104754,,,,5232,0.891
Kepler-319 d,,0.196363,31.781925,2454967.86667,,,0.2043,3.863,19.25413055552377,39.7706611111429,,,,5526,0.903
Kepler-80 d,,0.0413591,3.072186,2454967.02149,,,0.155232,1.989,19.74083888901605,39.9787805557251,,,,4613,0.637
Kepler-155 b,,0.0641261,5.931194,2455007.79655,,,0.186457,2.371,19.23306111123827,51.08193888876173,,,,4508,0.62
Kepler-342 d,,0.226833,39.459357,2454969.46152,,,0.222143,8.164,19.51186944431729,46.72671111106873,,,,6175,1.472
CoRoT-4 b,0.717419,0.0903166,9.20205,2454141.36416,0.0109621,90,1.19,0.186519,6.812976388931275,-0.6727499998940362,,,,6190,1.17
HAT-P-19 b,0.292129,0.0466409,4.008778,2455091.53417,0.0201072,88.2,1.132,0.1182,0.6344477778010897,34.71152777777778,12.901,,,4990,0.82
Kepler-24 c,0,0.105496,12.3318,2454970.586,0.000625,,0.249577,0.154583,19.36088444391887,38.34375,,,,5800,1.07
Kepler-47 c,,0.895669,303.158,2455246.985,,89.826,0.419091,,19.68652777777778,46.92044444455041,,,,5636,0.964
Kepler-133 c,,0.195273,31.517586,2455018.15322,,,0.253368,7.765,19.81853055556615,48.320330555439,,,,5736,1.425
Kepler-33 f,,0.253499,41.02902,2455005.5,0.000495953,89.17,0.39754,0.410696,19.27183666653103,46.00519444465638,13.74,,,5904,1.82
Kepler-116 b,,0.0643964,5.968734,2454970.15762,,,0.305112,3.639,19.64946944448683,43.53683055559794,,,,6142,1.454
Kepler-107 c,,0.0564705,4.901425,2454971.60742,,,0.161477,4.199,19.80188055555026,48.20861111111111,,,,5851,1.411
Kepler-84 e,,0.178021,27.434389,2454978.1254,,,0.231956,5.121,19.88346944444709,40.49608055538602,,,,6031,1.169
Kepler-315 b,,0.410606,96.101141,2455020.73232,,,0.336337,8.36,19.86821111109522,43.36351944393582,,,,5796,1.037
Kepler-170 b,,0.0778294,7.930592,2455002.51582,,,0.285485,3.68,18.96808055559794,41.62960000038147,,,,5679,1.035
Kepler-36 c,0.0254888,0.128401,16.23855,2454955.9132,0.000432224,89.76,0.327926,0.309583,19.41667361111121,49.23186111132304,11.94,,,5911,1.626
Kepler-247 d,,0.146486,20.477912,2455011.66798,,,0.351503,3.068,19.24283055517409,43.03928888903724,,,,5100,0.768
Kepler-136 b,,0.100165,11.5789,2455008.58649,,,0.182889,2.855,19.7644888888465,42.59878888871935,,,,6165,1.355
XO-2 b,0.566435,0.0368367,2.615838,2454147.74902,0.0108056,88.9,0.983,0.111295,7.801796666648652,50.22580555597941,11.18,,,5340,0.971
Kepler-305 d,,0.128062,16.738661,2455192.41608,,,0.24177,2.46,19.94828888893127,40.34318055576748,,,,5100,0.794
Kepler-120 c,,0.107059,12.794585,2454963.76464,,,0.136497,3.45,19.19278055508931,39.33913055578868,,,,4096,0.534
Kepler-393 b,,0.0858179,9.182417,2454967.04813,,,0.115086,4.343,19.3996805551317,45.1922111108568,,,,6189,1.382
Kepler-11 d,0.0191935,0.154764,22.6845,2455594.0069,0.000885,89.67,0.2781,0.23275,19.80767277770572,41.90911111089918,,,,5663,1.065
WASP-63 b,0.377818,0.0574592,4.37808,2455921.6527,0.00609,87.8,1.43,0.2225,6.289096111191643,-38.32327777756586,11.15,,,5550,1.88
Kepler-30 b,0,0.185524,29.334,2455246.65,0.00165,89.82,0.347625,0.2,19.01891000005934,38.9472777779897,,,,5498,0.95
Kepler-214 c,,0.183794,28.7798,2455026.30447,,,0.190026,7.803,18.98366111109654,44.95603055530125,,,,6169,1.352
Kepler-273 b,,0.0401325,2.936532,2454968.71482,,,0.133821,1.704,19.42014999998941,47.69776111072964,,,,5626,0.815
Kepler-323 c,,0.0455761,3.553822,2454967.64078,,,0.145419,3.05,19.4254805554284,38.1274694442749,,,,5987,1.178
Kepler-84 d,,0.0511438,4.224537,2454968.43327,,,0.123115,3.172,19.88346944444709,40.49608055538602,,,,6031,1.169
Kepler-267 c,,0.0707769,6.87745,2454965.08303,,,0.190026,1.35,19.98868888907963,47.15746111128065,,,,4258,0.555
HAT-P-16 b,4.1951,0.0413275,2.77596,2455027.59293,0.0114704,86.6,1.289,0.1276,0.6382116667429606,42.46311111132304,10.812,,,6158,1.237
TrES-4 b,0.913019,0.0509243,3.553945,2454230.9053,0.00984262,82.81,1.783,0.151518,17.88696055544747,37.21174999978808,11.592,,,6200,1.816
Kepler-231 c,,0.140675,19.271566,2455019.76907,,,0.172183,3.209,19.59821944448683,50.53191111140781,,,,3767,0.49
Kepler-184 b,,0.0949568,10.687576,2455002.93154,,,0.210545,3.221,19.4634611108568,43.0747111108568,,,,5788,0.873
Kepler-60 b,,0.0750769,7.1316185,2454969.03637,,,0.203227,0.172996,19.26408277829488,42.265,,,,5915,1.5
Kepler-151 b,,0.120241,15.228958,2455009.55979,,,0.272995,2.645,19.47751944435967,41.0232388888465,,,,5460,0.83
Kepler-242 c,,0.116354,14.496481,2454976.41348,,,0.178428,3.222,19.10438055568271,41.80839999993642,,,,5020,0.85
Kepler-230 b,,0.199823,32.625555,2455027.13742,,,0.380052,5.783,19.04789999961853,48.50586111121707,,,,5588,0.817
Kepler-351 c,,0.290701,57.24809,2455017.69417,,,0.284593,5.923,19.09684999995761,42.65788055578867,,,,5643,0.854
Kepler-350 b,,0.0979073,11.189562,2454973.63108,,,0.165046,5.12,19.02796944406298,39.70611111111111,,,,6186,1.534
Kepler-382 b,,0.0592083,5.262155,2454969.36774,,,0.117763,3.229,19.94241111119588,45.86993055555556,,,,5600,0.945
Kepler-209 b,,0.124721,16.087845,2455005.81339,,,0.201624,2.878,19.41130000008477,42.6408111111323,,,,5513,0.935
Kepler-123 c,,0.174808,26.695074,2454976.99812,,,0.132037,4.529,19.79991111119588,42.78196111149258,,,,6089,1.264
Kepler-59 c,,0.136086,17.9801235,2454980.69818,,,0.176486,0.171871,19.13596694442961,46.64011111100515,,,,6074,0.94
Kepler-258 b,,0.109294,13.19722,2455004.54424,,,0.362209,3.418,19.60456944465637,46.57933055559794,,,,4942,0.915
Kepler-309 c,,0.436563,105.356383,2454971.68392,,,0.223927,3.658,19.83398888885975,46.96126111136542,,,,4713,0.721
Kepler-302 c,,0.495205,127.282184,2454996.88937,,,1.11071,7.16,19.62113055547078,43.62933888859219,,,,5740,1.22
Kepler-4 b,0.0772272,0.0455763,3.21346,2454956.6127,0.00061,89.76,0.357,0.165035,19.0410213889016,50.13574999994702,,,,5857,1.487
HD 97658 b,0.024749,0.0796373,9.4909,,0.000849,89.45,0.208761,0.1234,11.24256388876173,25.71026666641235,7.7,http://adsabs.harvard.edu/abs/2013arXiv1305.7260D,Dragomir 2013,5119,0.703
Kepler-261 b,,0.0931334,10.381227,2455101.02361,,,0.194487,2.759,19.42431944423252,37.6091694439782,,,,5098,0.794
Kepler-57 b,,0.0588891,5.7293196,2454971.5584,,,0.195205,0.0466042,19.57608555581835,44.65702777756585,,,,5145,0.73
Kepler-175 b,,0.102029,11.903515,2455011.34082,,,0.228388,4.215,19.30354999992583,43.87618055555556,,,,6064,1.01
Kepler-323 b,,0.0276391,1.678327,2454969.05307,,,0.127576,2.36,19.4254805554284,38.1274694442749,,,,5987,1.178
Kepler-377 c,,0.176201,27.014976,2454965.50842,,,0.183781,5.776,19.69479999966092,38.73568888876174,,,,5949,1.224
Kepler-379 c,,0.309155,62.784697,2454990.30359,,,0.2043,4.678,19.71341111077203,38.9458305560218,,,,6054,1.306
Kepler-315 c,,0.808381,265.469335,2454984.06838,,,0.370238,10.184,19.86821111109522,43.36351944393582,,,,5796,1.037
Kepler-80 b,,,9.522,,0,,0.249,,,,,,,4613,0.65
Kepler-179 c,,0.067463,6.40013,2455007.02343,,,0.178428,1.842,19.91091944482591,47.76203888893127,,,,5302,0.759
CoRoT-27 b,10.371,0.0466557,3.57532,2455748.684,0.009801,86.7,1.007,0.115417,18.56638888888889,5.538473055627611,15.54,,,5900,1.08
Kepler-360 c,,0.0728812,7.186434,2454969.62273,,,0.187349,1.406,19.08565000004238,44.78155000050862,,,,6053,1.058
Kepler-262 b,,0.108539,13.060855,2454970.63086,,,0.121331,3.278,19.38191111140781,37.2526499999894,,,,5841,0.881
Kepler-381 b,,0.0619291,5.629021,2454967.74616,,,0.0883219,3.913,19.01218888918559,43.83108055538602,,,,6152,1.568
Kepler-168 c,,0.109272,13.193242,2455008.60934,,,0.239986,4.936,19.64733888838026,39.82510000016955,,,,6282,1.107
Kepler-84 f,,0.245953,44.552169,2454993.29097,,,0.196271,5.86,19.88346944444709,40.49608055538602,,,,6031,1.169
WASP-49 b,0.376728,0.0378972,2.7817387,2455580.59436,0.01376,84.89,1.115,0.08832,6.072631666925218,-16.96527777777778,11.35,,,5600,0.976
Kepler-288 b,,0.065318,6.097326,2455187.06412,,,0.148987,3.306,19.26109999974569,39.5947111108568,,,,5918,1.091
Kepler-37 c,,0.139784,21.301886,2455024.8,0.0000811,89.07,0.066,0.160221,18.93730722215441,44.51813888894187,9.77,,,5417,0.77
Kepler-55 b,,0.153688,27.9481449,2455011.79598,,,0.216597,0.14555,19.01122250027127,44.02644444465637,,,,4362,0.58
Kepler-272 b,,0.0404491,2.971353,2454967.38675,,,0.127576,2.648,19.94183055559794,47.59383055580987,,,,5297,0.929
Kepler-231 b,,0.0912341,10.065275,2454969.28185,,,0.15434,1.44,19.59821944448683,50.53191111140781,,,,3767,0.49
Kepler-373 b,,0.0612399,5.535309,2454965.76048,,,0.121331,2.864,19.2925305557251,50.5970500002967,,,,5787,0.845
Kepler-288 d,,0.288618,56.633742,2454968.55296,,,0.238201,6.039,19.26109999974569,39.5947111108568,,,,5918,1.091
Kepler-21 b,0,0.0427173,2.785755,2455039.8,0.0000649636,82.58,0.1459,0.143278,19.15744722207387,38.71394722196791,8.25,,,6131,1.86
Kepler-352 c,,0.125984,16.332995,2454969.90648,,,0.110625,2.122,19.99309999995761,46.05196944448683,,,,5212,0.781
Kepler-363 b,,0.046094,3.614568,2454967.69656,,,0.103488,3.401,18.87946944448683,41.30538888878292,,,,5593,1.485
Kepler-390 b,,0.0698175,6.738088,2454966.32269,,,0.0731555,2.377,19.44191944440206,41.20859999974569,,,,5166,0.776
Kepler-340 b,,0.118208,14.844387,2454976.58289,,,0.225711,5.626,19.72890000025431,40.3005694444312,,,,6620,1.85
Kepler-335 c,,0.325549,67.844469,2454982.49928,,,0.273887,12.157,19.73761944452922,45.42861944410536,,,,5877,1.854
Kepler-226 b,,0.0488289,3.940997,2454969.09337,,,0.138282,2.596,19.49173888895247,47.88098888927036,,,,5571,0.802
KELT-3 b,1.454,0.0412729,2.70339,2456023.459,0.00888,84.14,1.358,0.1316,9.909552222357856,40.38802777767182,9.82,http://adsabs.harvard.edu/abs/2013ApJ...773...64P,Pepper 2013,6304,1.482
Kepler-51 c,,0.379271,85.3128662,2455128.32095,,,0.508958,0.116037,19.7653183333079,49.93766666677263,,,,5803,0.91
Kepler-226 c,,0.0598621,5.349555,2455004.80599,,,0.202516,3.051,19.49173888895247,47.88098888927036,,,,5571,0.802
Kepler-11 e,0.0264262,0.19466,31.9996,2454987.159,0.00132715,88.89,0.373377,0.173542,19.80767277770572,41.90911111089918,,,,5663,1.1
Kepler-366 c,,0.1055,12.51616,2454968.0286,,,0.159693,4.838,19.79013888888889,49.08443888889419,,,,6209,1.048
Kepler-288 c,,0.140842,19.305772,2455206.19055,,,0.25426,4.192,19.26109999974569,39.5947111108568,,,,5918,1.091
Kepler-311 b,,0.0857785,9.176092,2454971.7174,,,0.151664,4.342,18.80408888896307,47.08548888895247,,,,5905,1.188
Kepler-117 c,,0.268407,50.790412,2454968.63097,,,1.00812,10.898,19.25286944442325,48.04023055553436,,,,6169,1.471
Kepler-69 c,,0.709354,242.4613,2454983.87,0.00035,89.85,0.15242,0.527533,19.55072916666667,44.86888888888889,14,http://adsabs.harvard.edu/abs/2012PASP..124..316E,Everett 2012,5638,0.93
Kepler-296 f,,0.310961,63.335879,2454995.61161,,,0.159693,3.755,19.10266944434908,49.43733055565092,,,,4249,0.557
Kepler-228 c,,0.050414,4.134444,2455005.97678,,,0.240878,3.123,19.75241111119588,48.2246694442961,,,,6043,1.014
Kepler-23 c,0,0.0986522,10.7421,2454966.2926,0.000324,,0.28523,0.255417,19.61459416707357,49.47922222243415,,,,5760,1.52
Kepler-378 b,,0.124744,16.092361,2454975.51349,,,0.0669105,1.937,19.6632388888465,46.43863888899485,,,,4661,0.671
Kepler-343 c,,0.159296,23.22182,2454984.0664,,,0.180212,2.708,19.46405000050862,42.4330111111535,,,,5807,1.433
Kepler-42 b,,0.0112809,1.2137672,2455003.48329,0.00175561,,0.0695249,,19.48126555548774,44.6193333334393,16.124,,,3068,0.17
Kepler-212 b,,0.125596,16.257582,2454972.64774,,,0.0972433,6.596,19.17471944438087,43.14165000014835,,,,5852,1.455
Kepler-296 c,,0.063479,5.841648,2454968.92127,,,0.19181,1.887,19.10266944434908,49.43733055565092,,,,4249,0.557
Kepler-356 b,,0.0542304,4.612696,2454965.77463,,,0.140066,2.972,19.49473888927036,37.6828194448683,,,,6133,1.335
HAT-P-13 b,0.8514,0.0426946,2.91625,2454779.92976,0.007123,83.4,1.281,0.1345,8.65883694436815,47.35202777783076,10.622,,,5653,1.56
Kepler-244 b,,0.0518456,4.311792,2455006.57568,,,0.246231,2.735,19.14951111157735,42.30136944439676,,,,5554,0.803
Kepler-9 b,0.248865,0.140548,19.243158,2455073.43381,0.00621732,88.55,0.842,0.15927,19.03826555569967,38.40086111108462,13.9,,,,1.1
Kepler-31 d,,0.386163,87.648901,2454967.93828,,,0.406816,8.795,19.60153055561914,45.85308055559794,,,,6034,1.306
Kepler-399 d,,0.293358,58.034616,2454971.73323,,,0.168615,5.435,19.96678055555456,40.67080000003179,,,,5502,0.68
Kepler-215 c,,0.117265,14.667108,2454978.42381,,,0.157909,3.855,19.66489999983046,45.21368888854981,,,,5739,1.027
Kepler-108 b,,0.262717,49.183921,2454974.91123,,,0.771701,11.277,19.63728055556615,46.06233055538601,,,,5854,2.192
Kepler-348 c,,0.130735,17.265427,2454968.35658,,,0.118655,5.187,19.81700000001324,40.54836944474114,,,,6177,1.359
Kepler-124 b,,0.0443423,3.410493,2454964.57549,,,0.0651262,2.389,19.11685000000729,49.06491111119588,,,,4984,0.636
Kepler-185 c,,0.147681,20.729042,2455018.43642,,,0.180212,2.781,18.83121111128065,43.88991111119588,,,,5208,0.806
Kepler-191 c,,0.133112,17.738506,2454981.98862,,,0.165938,2.821,19.41223055521647,45.32316944440206,,,,5282,0.789
Kepler-111 b,,0.043745,3.341815,2454974.35574,,,0.140958,2.769,19.44354999966092,44.6882694445716,,,,5952,1.157
Kepler-235 b,,0.0437311,3.340222,2455004.97787,,,0.198947,1.925,19.07193888876173,39.27831944465637,,,,4255,0.554
Kepler-48 c,0.0459814,0.0854698,9.67395,2454958.3325,0.000777964,,0.241738,0.145946,19.94261416647169,40.94900000042385,,,,5190,0.89
Kepler-114 b,,0.0586548,5.188549,2454978.3632,,,0.11241,2.435,19.60808888912201,48.34951944457161,,,,4605,0.667
Kepler-60 d,,0.105629,11.9016171,2454966.24626,,,0.227293,0.1244,19.26408277829488,42.265,,,,5915,1.5
Kepler-14 b,8.40643,0.0806879,6.790123,2454971.08737,0.00323761,90,1.136,0.2591,19.18058611128065,47.33299999978808,12,,,6395,2.048
Kepler-234 c,,0.0730543,7.21205,2455005.81664,,,0.313141,4.039,19.44356944402059,38.49466111077203,,,,6224,1.113
CoRoT-13 b,1.3102,0.051069,4.03519,2454790.8091,0.00826281,88.02,0.885,0.130833,6.848074999915228,-5.08641666677263,15.039,http://adsabs.harvard.edu/abs/2010A&A...522A.110C,Cabrera 2010,5945,1.01
HAT-P-34 b,3.32973,0.0677467,5.452654,2455431.59629,0.00642,87.1,1.197,0.1455,20.21302361064487,18.10483333322737,10.162,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,6442,1.197
Kepler-31 b,,0.158038,20.8613,2454992.141,0.00168921,,0.383278,0.208,19.60153416660097,45.85305555555556,,,,6340,1.22
Kepler-85 c,,0.102591,12.513,,,,0.194,,19.39822777748108,45.29030555566152,,,,5497,1.24
Kepler-219 d,,0.258138,47.903645,2454974.98257,,,0.250691,5.719,19.24926944414775,46.7625611114502,,,,5786,1.491
Kepler-248 c,,0.125503,16.239494,2455008.56901,,,0.363101,4.03,19.53743055555556,43.58136111153497,,,,5190,0.831
Kepler-283 c,,0.400986,92.743711,2455006.31145,,,0.16237,6.279,19.57424999978807,47.83899999989404,,,,4351,0.566
HAT-P-30 b,0.706657,0.0419042,2.810595,2455456.46561,0.0128596,83.6,1.34,0.0887,8.263326667149862,5.836750000052982,10.419,,,6304,1.215
Kepler-251 d,,0.189511,30.133001,2455023.38322,,,0.247123,4.919,19.77108055565092,44.10586111121707,,,,5526,0.89
Kepler-234 b,,0.0380552,2.711506,2455003.03513,,,0.330092,3.175,19.44356944402059,38.49466111077203,,,,6224,1.113
Kepler-37 b,,0.102457,13.367308,2455017.03271,0.0000119,88.63,0.0270078,0.126687,18.93730722215441,44.51813888894187,9.77,,,5417,0.77
Kepler-392 c,,0.0933838,10.423118,2454968.15286,,,0.0981354,2.266,19.24405000050863,43.36808055559794,,,,5938,1.129
HAT-P-28 b,0.627451,0.0433674,3.257215,2455417.59832,0.012769,88,1.212,0.1341,0.8667183333345586,34.72838888910082,13.03,,,5680,1.103
Kepler-349 c,,0.103986,12.247629,2454971.21701,,,0.174859,3.278,19.5784305551317,44.61558055559794,,,,5956,0.927
Kepler-331 d,,0.197812,32.134328,2454975.26823,,,0.146311,2.815,19.45561944431729,39.30736111111111,,,,4347,0.492
Kepler-362 c,,0.220686,37.866281,2454967.35783,,,0.12936,4.769,19.4514388888412,47.52989999983046,,,,5788,0.722
Kepler-186 e,,0.155551,22.407793,2454986.79751,,,0.118655,3.37,19.91018055597941,43.95501944435968,,,,4048,0.524
Kepler-321 c,,0.108723,13.093921,2454977.52374,,,0.206977,2.14,19.63026111072964,44.14596944491068,,,,5740,1.194
Kepler-376 c,,0.114613,14.172327,2454975.59795,,,0.159693,2.61,19.4404805554284,38.41038888931274,,,,5900,1.175
WASP-58 b,0.890462,0.0562022,5.01718,2455183.9335,0.0145,87.4,1.37,0.1582,18.31340305540297,45.17197222232819,11.66,,,5800,1.17
Kepler-244 c,,0.0894244,9.767292,2455019.57903,,,0.182889,1.373,19.14951111157735,42.30136944439676,,,,5554,0.803
Kepler-354 b,,0.0608066,5.47666,2454968.70204,,,0.164154,2.503,19.05010000000398,41.33563888894187,,,,4648,0.674
Kepler-278 b,,0.189627,30.160546,2454971.51248,,,0.363101,7.508,19.3404805554284,38.70223055548139,,,,4991,2.935
Kepler-183 b,,0.0623606,5.687945,2454966.95634,,,0.183781,2.214,19.56871944440736,39.31588888910081,,,,5888,0.958
Kepler-210 c,,0.0781034,7.972513,2455004.58436,,,0.322955,2.902,19.50023055555092,43.08315000004239,,,,4559,0.65
Kepler-184 d,,0.184825,29.022358,2455031.3679,,,0.222143,3.961,19.4634611108568,43.0747111108568,,,,5788,0.873
Kepler-20 c,0.0494862,0.0930411,10.854092,2454971.60758,0.000885063,88.39,0.273643,0.171328,19.17986777729458,42.33869444423252,12.51,,,5466,0.944
Kepler-47 b,,0.267621,49.514,2454968.6,,89.59,0.265621,,19.68652777777778,46.92044444455041,,,,5636,0.964
Kepler-296 b,,0.0461525,3.621457,2454967.7536,,,0.0838612,1.729,19.10266944434908,49.43733055565092,,,,4249,0.557
Kepler-402 b,,0.0495511,4.028751,2454966.76902,,,0.108841,2.985,19.22468055566152,43.35461111121707,,,,6090,1.264
Kepler-260 b,,0.0795006,8.187399,2455093.86771,,,0.17932,3.027,19.4617305554284,38.01411944495307,,,,5250,0.862
Kepler-255 c,,0.0905121,9.946047,2455004.70016,,,0.26675,3.38,19.73761944452922,45.97683888859219,,,,5573,0.933
Kepler-62 f,,0.717595,267.291,2455422.71,0.00042,89.9,0.12568,0.310833,18.88084972169664,45.34986111111111,13.8,,,4925,0.64
Kepler-60 c,,0.0871504,8.9193459,2454973.06513,,,0.220162,0.183579,19.26408277829488,42.265,,,,5915,1.5
Kepler-395 c,,0.209361,34.989262,2454977.22265,,,0.117763,4.459,19.56741111112965,45.13658888896306,,,,4262,0.556
Kepler-233 c,,0.301339,60.418955,2455014.16152,,,0.24177,5.619,19.75776944425371,51.3195194445716,,,,5360,0.758
Kepler-327 d,,0.113517,13.969457,2454965.17104,,,0.15434,1.408,19.50948888884651,44.08766944434908,,,,3799,0.492
HAT-P-31 b,2.16627,0.0611921,5.005425,2454320.8866,0.0065,87.1,1.07,0.21412,18.10251472234726,26.42663888931274,11.66,,,6065,1.36
OGLE-TR-113 b,1.25508,0.0228946,1.4324752,2452325.79823,0.021025,87.8,1.093,0.080488,10.87344444433848,-61.44680555555555,16.08,,,4790,0.774
Kepler-356 c,,0.108876,13.121632,2454966.3931,,,0.161477,3.626,19.49473888927036,37.6828194448683,,,,6133,1.335
Kepler-41 b,0.493327,0.0289537,1.855558,2454970.2,0.00801025,88.3,0.841,0.099,19.63421527776453,45.98163888931275,14.5,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Santerne 2011,5660,0.966
Kepler-270 b,,0.0995717,11.476094,2454968.3951,,,0.17932,4.865,18.81333888901604,44.42230000019073,,,,6067,1.461
Kepler-85 b,,0.0780663,8.306,,,,0.176,,19.39822777748108,45.29030555566152,,,,5497,1.24
Kepler-313 c,,0.198382,32.273273,2454982.10331,,,0.22928,6.51,19.88633055554496,48.77546111106872,,,,5727,1.536
Kepler-199 b,,0.161192,23.637604,2455005.64846,,,0.277456,4.954,19.70396111117469,40.23626944435967,,,,5644,0.967
Kepler-172 b,,0.0401669,2.940309,2455002.9034,,,0.209653,2.595,18.89123055564033,41.82186111132305,,,,5526,1.085
Kepler-223 d,,0.117913,14.788759,2455009.76379,,,0.265858,5.967,19.88788888878292,47.2794888888465,,,,5829,1.017
Kepler-360 b,,0.0432887,3.289672,2454964.75603,,,0.147203,2.312,19.08565000004238,44.78155000050862,,,,6053,1.058
Kepler-246 b,,0.0541452,4.60182,2455002.97887,,,0.208761,2.227,19.76556111123827,42.6634305551317,,,,5206,0.831
Kepler-347 b,,0.10708,12.79836,2454966.64816,,,0.175752,6.244,19.2799694442749,49.30571944448683,,,,6088,1.005
Kepler-217 c,,0.0820605,8.586004,2454970.96096,,,0.165046,3.356,19.53585000011656,46.27751944435967,,,,6171,1.799
Kepler-401 c,,0.256031,47.318218,2455003.06041,,,0.19181,10.579,19.33885000016954,50.86348055521647,,,,6117,1.333
Kepler-299 c,,0.0708347,6.885875,2454971.40955,,,0.236417,4.009,18.88046111106873,48.58049999978807,,,,5617,1.032
Kepler-112 b,,0.080928,8.408878,2454967.0062,,,0.210545,3.485,19.79873055564033,43.20974999957615,,,,5544,0.841
Kepler-155 c,,0.27496,52.661793,2455016.51681,,,0.199839,3.188,19.23306111123827,51.08193888876173,,,,4508,0.62
Kepler-271 c,,0.0743912,7.410935,2454968.74764,,,0.089214,3.413,18.8668611111078,44.28423055556085,,,,5524,0.88
Kepler-241 c,,0.213635,36.065978,2455031.58185,,,0.22928,4.273,19.52753888871935,41.06091944482591,,,,4699,0.668
WASP-77 A b,1.743893,0.0240406,1.3600309,2455870.44977,0.01693,89.4,1.21,0.09,2.477008055580987,-7.060666667090522,10.29,,,5500,0.955
Kepler-164 c,,0.0964797,10.945723,2455009.72046,,,0.243554,3.004,19.18538888891538,47.62991111119588,,,,5888,1.148
Kepler-371 b,,0.208459,34.763278,2454994.73489,,,0.168615,4.174,19.48843055566152,38.65758055580987,,,,5666,0.992
55 Cnc e,0.0261924,0.0154393,0.736546,2455568.005,0.00045369,83.4,0.185565,0.0684,8.876702778074478,28.33138888888889,5.96,,,5196,0.943
KOI-13 b,,0.0362917,1.7637,,0.00824464,85.9,1.83,0.133454,19.13141861067878,46.86830555558205,9.95,,,8500,2.55
Kepler-178 d,,0.412251,96.678988,2454973.17842,,,0.352395,6.276,19.14006944444444,46.89648055606418,,,,5676,1.066
Kepler-312 b,,0.0286627,1.772419,2454965.08778,,,0.115086,2.453,19.89304999987284,42.45974999957615,,,,6115,1.467
Kepler-164 b,,0.0574921,5.03503,2454965.65465,,,0.125792,1.649,19.18538888891538,47.62991111119588,,,,5888,1.148
Kepler-341 b,,0.0587074,5.195528,2454965.7352,,,0.105273,3.816,19.32411111089918,43.47276944425371,,,,6012,1.024
Kepler-311 c,,0.142937,19.738286,2454966.28529,,,0.127576,4.86,18.80408888896307,47.08548888895247,,,,5905,1.188
Kepler-154 c,,0.307572,62.303276,2455012.09423,,,0.263181,7.51,19.31870000004768,49.89653055508931,,,,5690,1.001
