#NAME,MSINI,A,PER,TT,DEPTH,I,R,T14,RA,DEC,V,VURL,VREF,TEFF,RSTAR
#,mjupiter,au,day,,,deg,rjupiter,day,hr,deg,,,,k,rsun
Kepler-151 c,,0.165872,24.674612,2454979.77073,,,0.186457,3.014,19.47751944435967,41.0232388888465,,,,5460,0.83
Kepler-150 b,,0.0444944,3.428054,2454965.36794,,,0.111518,2.309,19.21561111132304,40.52089999993642,,,,5560,0.939
Kepler-353 b,,0.0631426,5.795278,2454969.78197,,,0.0794005,2.184,19.7904388888677,41.75818055576748,,,,3903,0.504
Kepler-281 c,,0.214705,36.337373,2454993.40092,,,0.473726,6.809,19.6072111108568,44.77070000012716,,,,5723,0.899
Kepler-236 b,,0.0801996,8.295611,2454968.79207,,,0.140066,1.328,18.92443055576748,39.89808055559794,,,,3750,0.51
WASP-5 b,1.62047,0.0271923,1.6284229,2454373.99601,0.01223,86.1,1.14,0.0988,23.95659972243839,-41.27713888910082,12.3,,,5880,1.026
Kepler-78 b,,0.0091466,0.35500744,2454953.95995,0.000201,79,0.103396,0.033917,19.58277472178141,44.44838888910081,11.72,,,5089,0.74
Kepler-55 f,,0.0920376,10.198545,2454970.91714,,,0.14185,2.173,19.0112194442749,44.02646111064487,,,,4503,0.619
Kepler-314 c,,0.0643363,5.960392,2454970.26485,,,0.258721,2.765,19.64493888854981,42.07558055559794,,,,5378,0.95
CoRoT-2 b,3.27343,0.0280884,1.7429935,2454237.53556,0.0275,88.08,1.466,0.09446,19.45180444439252,1.383694444431199,12.57,,,5625,0.902
Kepler-187 c,,0.0946763,10.640263,2455012.77393,,,0.238201,5.284,19.98643055544959,44.08931111123827,,,,6105,1.287
Kepler-257 c,,0.0687315,6.581484,2455007.78643,,,0.482648,3.289,19.82106944455041,46.02326111104753,,,,5180,1.037
Kepler-289 b,,0.207581,34.543901,2454965.68686,,,0.21679,3.355,19.83101944393582,42.88283888922798,,,,5930,1.162
Kepler-346 c,,0.162163,23.851549,2454980.61656,,,0.273887,2.385,19.20078888886504,46.11761111113761,,,,6033,1.021
Kepler-402 e,,0.098218,11.242861,2454969.31655,,,0.130252,4.194,19.22468055566152,43.35461111121707,,,,6090,1.264
HAT-P-20 b,7.27817,0.03616,2.875317,2455080.92661,0.0164866,86.8,0.867,0.077,7.46109694480896,24.3364722222752,11.339,,,4595,0.694
CoRoT-5 b,0.461312,0.0496334,4.0378962,2454400.19885,0.01461,85.83,1.388,0.119275,6.751816944413715,0.8152222220102946,14,,,6100,1.186
WASP-47 b,1.13635,0.0520112,4.1591399,2455764.34602,0.01051,89.2,1.15,0.14933,22.08020305527581,-12.0188611111376,11.9,,,5400,1.15
Kepler-194 d,,0.275493,52.814973,2454997.90324,,,0.214114,7.3,19.46476111094157,47.86416944397821,,,,6089,1.025
Kepler-36 b,0.0140374,0.115423,13.83989,2454960.9753,0.0000734449,89.52,0.132454,0.280833,19.41667361111121,49.23186111132304,11.94,,,5911,1.626
Kepler-161 b,,0.0566234,4.921355,2455007.29899,,,0.189134,1.873,19.36776944445239,43.08381944444444,,,,5078,0.806
HAT-P-35 b,1.05305,0.0497734,3.646706,2455578.66081,0.00910116,87.3,1.332,0.164,8.216716388890314,4.78702777783076,12.46,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,6096,1.435
Kepler-253 c,,0.0925387,10.281951,2455008.33982,,,0.236417,3.517,19.45613055547078,44.85808888912201,,,,5208,0.786
Kepler-5 b,2.11222,0.0506416,3.54846,2454955.90122,0.0067158,86.3,1.431,0.190602,19.96046722200182,44.03502777775128,,,,6297,1.793
Kepler-161 c,,0.0720527,7.06424,2454968.37914,,,0.182889,1.351,19.36776944445239,43.08381944444444,,,,5078,0.806
Kepler-331 b,,0.0812396,8.457496,2454966.86954,,,0.16237,2.304,19.45561944431729,39.30736111111111,,,,4347,0.492
Kepler-28 c,0,0.0768547,8.98597,2454981.7277,0.000804857,,0.303057,0.182917,19.47580194473267,42.42941666709052,,,,4590,0.7
Kepler-121 b,,0.0422983,3.177422,2454967.47787,,,0.208761,1.475,19.0774694442749,39.67799999978807,,,,5311,0.701
Kepler-412 b,9.32773,0.0296639,1.720861232,2454966.021033,0.0111936,80.89,1.325,0.0865417,19.07402222209507,43.68096111085679,13.73,,,5750,1.287
Kepler-170 c,,0.12769,16.665863,2455013.20177,,,0.255152,4.2,18.96808055559794,41.62960000038147,,,,5679,1.035
Kepler-122 b,,0.0629312,5.766193,2454967.01488,,,0.208761,3.846,19.40746111128065,39.94911111089918,,,,6050,1.216
WASP-12 b,1.34899,0.0225329,1.09142245,2454508.97682,0.0138,82.5,1.79,0.122,6.509109444088406,29.67227777798971,11.69,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H,Hebb 2009,6300,1.63
Kepler-148 b,,0.0281967,1.729366,2454966.81853,,,0.160585,1.757,19.31908055543899,46.85878888871935,,,,5272,0.851
Kepler-285 b,,0.0373252,2.633867,2454967.56281,,,0.119547,2.061,19.42606111102634,48.06561111132304,,,,5411,0.808
Kepler-333 b,,0.105697,12.551158,2454970.26142,,,0.117763,3.216,19.48573888884651,40.91358888838026,,,,4259,0.534
Kepler-370 c,,0.139463,19.02293,2454972.66161,,,0.170399,3.418,19.47808055559794,40.91631111145019,,,,5852,0.9
Kepler-111 c,,0.723521,224.784608,2454975.09604,,,0.651262,11.194,19.44354999966092,44.6882694445716,,,,5952,1.157
Kepler-267 d,,0.182449,28.464515,2454991.04035,,,0.202516,2.742,19.98868888907963,47.15746111128065,,,,4258,0.555
Kepler-101 b,,0.0450089,3.487691,2455003.9,,,0.523686,3.834,18.88370000001457,48.35522777769301,,,,5570,1.666
Kepler-362 b,,0.0928099,10.327186,2454972.3793,,,0.0785083,1.803,19.4514388888412,47.52989999983046,,,,5788,0.722
Kepler-301 b,,0.0361317,2.508553,2454968.0101,,,0.120439,2.294,18.93219999949137,49.23298888842265,,,,5815,0.9
Kepler-403 b,,0.0718296,7.031462,2454967.45161,,,0.111518,5.848,19.32809999995762,46.74456111060248,,,,6090,1.329
Kepler-404 c,,0.117713,14.751166,2454970.1376,,,0.153448,1.166,19.0932388888465,45.34353055530124,,,,5654,0.884
Kepler-279 b,,0.104337,12.309681,2454970.68644,,,0.322955,5.868,19.15941111140781,42.19483055538601,,,,6363,1.746
Kepler-207 d,,0.0636703,5.868075,2455003.32243,,,0.295298,3.97,19.33536944442325,42.16604999966091,,,,5920,1.588
Kepler-297 c,,0.347807,74.920137,2454958.0377,,,0.58346,4.794,18.88061111132304,48.77763888888889,,,,5619,0.915
Kepler-345 b,,0.0744222,7.415563,2454970.81508,,,0.0660184,1.971,19.68191944440206,45.97101944446564,,,,4504,0.623
Kepler-141 c,,0.0716875,7.010606,2455007.57599,,,0.125792,2.986,19.86473055521647,47.73168055534363,,,,4910,0.787
Kepler-220 d,,0.180985,28.122397,2454979.91883,,,0.0874297,4.103,19.43373888889948,46.8957388888465,,,,4632,0.666
WASP-4 b,1.22306,0.0230406,1.3382299,2454387.327787,0.023334,89.47,1.341,0.08868,23.57085611104965,-42.06141666624281,12.5,,,5500,0.914
Kepler-141 b,,0.041677,3.107675,2454965.63058,,,0.0615577,2.218,19.86473055521647,47.73168055534363,,,,4910,0.787
Kepler-256 e,,0.0949212,10.681572,2454964.55493,,,0.209653,3.542,19.50536111089918,46.09738888846503,,,,5551,1.301
Kepler-189 b,,0.0932453,10.399931,2454974.51092,,,0.107949,3.417,19.17098055548138,44.305,,,,5235,0.75
Kepler-101 c,,0.0648349,6.029809,2454965.48205,,,0.118655,4.03,18.88370000001457,48.35523055553436,,,,5570,1.666
Kepler-81 c,,0.0885967,12.04,,,,0.211,,19.57579722192552,42.82497222211626,,,,4500,0.59
Kepler-156 c,,0.123783,15.906801,2455010.93315,,,0.227496,3.984,19.35309999995762,37.74948888884651,,,,5094,0.807
Kepler-127 d,,0.260742,48.630408,2455005.54709,,,0.235525,7.018,19.01266944461399,46.02796111106873,,,,6106,1.359
Kepler-275 c,,0.124722,16.088134,2454972.49745,,,0.301543,5.888,19.49864999983046,38.51491944419013,,,,6165,1.383
Kepler-201 c,,0.557119,151.884058,2455009.41816,,,0.25426,12.99,19.57506944444444,41.27281944433848,,,,6065,1.229
Kepler-208 c,,0.0747634,7.466623,2454965.77383,,,0.124008,3.882,19.59268055597941,42.52796944406298,,,,6092,1.314
Kepler-274 b,,0.100488,11.634788,2454973.49696,,,0.13739,5.541,19.52818055576748,38.47728055530124,,,,6023,1.007
Kepler-326 c,,0.0539767,4.580358,2454967.07605,,,0.1249,2.142,19.62170000023312,46.00225000010597,,,,5105,0.801
Kepler-249 c,,0.0723886,7.113702,2455007.32459,,,0.134713,2.219,19.79900000042386,43.65851944446563,,,,3568,0.482
Kepler-79 c,,0.183622,27.402,,,,0.247,,20.03447611106767,44.38150000042386,13.99,,,6187,1.1
Kepler-251 c,,0.126914,16.514043,2455009.11632,,,0.247123,4.108,19.77108055565092,44.10586111121707,,,,5526,0.89
Kepler-15 b,0.66177,0.0571382,4.942782,2454969.328651,0.00992016,87.44,0.96,0.116969,19.7467069445716,49.1400833331214,,,,5515,0.992
Kepler-302 b,,0.189725,30.184104,2454979.64006,,,0.362209,5.94,19.62113055547078,43.62933888859219,,,,5740,1.22
Kepler-317 b,,0.0611582,5.524242,2454968.61931,,,0.186457,2.672,19.66293055534363,39.03206111060248,,,,5497,0.941
Kepler-152 c,,0.387942,88.255055,2454986.78027,,,0.213222,4.036,19.12436944431729,41.98908055570391,,,,5088,0.724
Kepler-343 b,,0.0844802,8.96855,2454972.38991,,,0.215006,4.326,19.46405000050862,42.4330111111535,,,,5807,1.433
CoRoT-16 b,0.535943,0.0617874,5.35227,2454923.9138,0.010201,85.01,1.17,0.0995833,18.56830916669634,-6.002583333386315,15.63,,,5650,1.19
Kepler-59 b,,0.103167,11.8681707,2454970.74767,,,0.176486,0.249042,19.13596694442961,46.64011111100515,,,,6074,0.94
Kepler-192 b,,0.090395,9.926746,2455008.68501,,,0.244446,3.78,19.19453055593702,45.59286944495307,,,,5479,1.007
Kepler-202 c,,0.125725,16.282493,2455013.79623,,,0.165046,2.853,18.86488888846504,41.32201111104754,,,,4668,0.667
Kepler-339 c,,0.0715337,6.988055,2454965.5611,,,0.102596,3.15,19.55678055551317,48.44463888910082,,,,5631,0.802
WASP-59 b,0.859026,0.0696866,7.919585,2455830.95559,0.0169,89.27,0.775,0.102,23.30820555580987,24.88927777767181,13,,,4650,0.613
WASP-54 b,0.630293,0.049881,3.6936411,2455518.35087,0.0086,84.97,1.653,0.1863,13.69695222218831,-0.1280555555555556,10.42,,,6100,1.828
HAT-P-8 b,1.29241,0.0449613,3.076337,2454437.67587,0.00834482,87.8,1.5,0.1587,22.86940611124039,35.44708333333333,10.36,,,6200,1.58
WASP-15 b,0.541448,0.0499436,3.7521,2454584.69819,0.00969,85.96,1.379,0.1547,13.92852916717529,-32.15961111068725,11,,,6300,1.477
XO-4 b,1.60219,0.05524,4.1250828,2454485.933323,0.00776,88.8,1.33,,7.359212777879502,58.26805555555556,10.78,,,,
WASP-48 b,0.969551,0.034488,2.143634,2455364.55043,0.0096,80.09,1.67,0.1327,19.41082888921102,55.47313888867696,11.66,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,5920,1.75
WASP-32 b,3.441,0.0390315,2.718661,2455681.1945,0.0108,85.1,1.1,0.099,0.2641238890753852,1.200194444441133,11.3,,,6140,1.09
Kepler-265 b,,0.0705628,6.846262,2454965.17037,,,0.165938,3.59,19.36736111111111,41.24481944402059,,,,5835,1.103
OGLE-TR-211 b,0.753425,0.0512842,3.67724,2453428.334,0.007225,84.2182,1.36,0.147753,10.67066388898426,-62.45561111132304,,,,6325,1.64
Kepler-325 b,,0.0536941,4.544439,2454967.9001,,,0.259613,1.756,19.32236111111111,49.82563055568271,,,,5752,1.003
Kepler-11 g,0,0.465624,118.3807,2455120.2901,0.00084042,89.87,0.296741,0.4,19.80767277770572,41.90911111089918,,,,5663,1.1
Kepler-256 b,,0.0270005,1.620493,2454965.06776,,,0.14185,2.241,19.50536111089918,46.09738888846503,,,,5551,1.301
Kepler-269 c,,0.079115,8.127899,2455191.68805,,,0.150772,3.899,19.34768055597941,41.77596944491069,,,,5847,0.959
Kepler-250 b,,0.0505253,4.148141,2454966.39095,,,0.100812,2.403,19.30631944444444,44.14195000012715,,,,5160,0.805
Kepler-169 e,,0.112418,13.767102,2455007.81064,,,0.196271,2.912,19.06666111098395,40.91931944449743,,,,4997,0.763
Kepler-358 c,,0.373844,83.488369,2455021.53814,,,0.25426,6.088,19.54868055555556,48.28136944452921,,,,5908,0.954
WASP-56 b,0.605178,0.056145,4.617101,2455730.799,0.01019,88.5,1.092,0.1484,12.22441833337148,23.05563888867696,11.484,,,5600,1.112
Kepler-18 c,0.054387,0.0752115,7.64159,2455167.0883,0.00206934,87.68,0.489785,0.145333,19.87196305539873,44.74636111153497,,,,5383,1.108
Kepler-215 e,,0.326561,68.16101,2455020.03247,,,0.156125,5.654,19.66489999983046,45.21368888854981,,,,5739,1.027
Kepler-230 c,,0.398184,91.773242,2455026.83073,,,0.181997,6.034,19.04789999961853,48.50586111121707,,,,5588,0.817
Kepler-388 b,,0.0422619,3.173315,2454966.69965,,,0.0722634,2.042,18.98853888882531,44.60873055564033,,,,4498,0.586
Kepler-107 e,,0.117702,14.749049,2454971.77998,,,0.307788,6.588,19.80188055555026,48.20861111111111,,,,5851,1.411
CoRoT-8 b,0.215994,0.0633825,6.21229,2454238.9743,0.005625,88.4,0.57,0.114167,19.43923333326975,1.426444444656372,14.8,,,5080,0.77
Kepler-401 b,,0.115746,14.383035,2454973.55968,,,0.152556,8.729,19.33885000016954,50.86348055521647,,,,6117,1.333
Kepler-291 c,,0.0624544,5.700786,2454965.68674,,,0.167722,1.647,19.19441944440206,42.43730277776718,,,,6002,1.016
Kepler-292 e,,0.10246,11.97901,2455011.9664,,,0.238201,4.094,19.71773888885975,42.42428055551317,,,,5299,0.826
Kepler-81 b,,0.0554099,5.955,,,,0.216,,19.57579722192552,42.82497222211626,,,,4500,0.59
Kepler-347 c,,0.177529,27.320871,2454987.30618,,,0.156125,3.927,19.2799694442749,49.30571944448683,,,,6088,1.005
Kepler-32 c,0,0.0676835,8.7522,2454977.378,0.00123904,,0.1784,0.097,19.85616027779049,46.57424999978807,,,,3793,0.53
Kepler-23 b,0,0.0749015,7.10664,2454971.3022,0.0000956484,,0.169356,0.19875,19.61459416707357,49.47922222243415,,,,5760,1.52
WASP-23 b,0.871881,0.037022,2.9444256,2455320.12363,0.0169104,88.39,0.962,0.09976,6.741847222116259,-42.76138888888889,12.68,,,5150,0.765
Kepler-194 c,,0.13095,17.308032,2455009.94169,,,0.231064,4.961,19.46476111094157,47.86416944397821,,,,6089,1.025
CoRoT-25 b,0.26487,0.0577982,4.86069,2454576.2156,0.007225,84.5,1.08,0.08,18.65003416666761,6.969777777724796,14.965,,,6040,1.19
Kepler-332 b,,0.0758257,7.626324,2454969.01672,,,0.10438,2.37,19.11086111068726,47.41369999991523,,,,4955,0.72
Kepler-229 c,,0.124621,16.068638,2455006.62165,,,0.438933,3.546,19.1333000002967,48.37578888893128,,,,5120,0.728
OGLE-TR-132 b,1.16945,0.0303507,1.689868,2453142.5912,0.00868624,83.4,1.2,0.107554,10.84297777811686,-61.95719444433848,15.72,,,6210,1.32
WASP-52 b,0.45566,0.0271336,1.7497798,2455793.68143,0.0271,85.35,1.27,0.0754,23.23298888842265,8.761277777353923,12,,,5000,0.79
Kepler-337 c,,0.0889716,9.693201,2454965.8115,,,0.182889,5.509,19.33736944437027,47.16396111064487,,,,5684,1.761
Kepler-213 b,,0.0356868,2.46236,2455004.83986,,,0.144527,1.768,19.38828055540721,44.6471805551317,,,,5696,1.195
Kepler-386 c,,0.168189,25.193458,2454979.43209,,,0.140958,4.634,19.32393055544959,48.69385000016954,,,,5178,0.767
Kepler-304 b,,0.0433417,3.295709,2454966.96482,,,0.255152,1.797,19.62945000012716,40.55758888880411,,,,4731,0.687
Kepler-149 d,,0.576836,160.018032,2455084.28348,,,0.353288,5.15,19.05691111087799,38.38411944442325,,,,5381,0.953
Kepler-77 b,0.430694,0.0450195,3.57878087,,0.009849,88,0.96,0.12224,19.30719694455465,44.34541666666667,,,,5520,0.99
Kepler-55 d,,0.0332158,2.211099,2455003.14912,,,0.14185,1.644,19.0112194442749,44.02646111064487,,,,4503,0.619
Kepler-327 b,,0.0365246,2.549575,2454965.60488,,,0.0990276,1.667,19.50948888884651,44.08766944434908,,,,3799,0.492
WASP-50 b,1.46438,0.0294714,1.9550959,2455558.61197,0.0197,84,1.153,0.07524,2.912537499533759,-10.89805555555555,11.6,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,5400,0.843
Kepler-87 c,0.0200995,0.67057,191.2318,,0.000975313,89.588,0.549,,19.86111111111111,46.965,,,,5600,1.82
Kepler-105 c,,0.0724716,7.125939,2454972.00421,,,0.143635,2.802,19.19248888863457,46.27623888863457,,,,5873,1.16
Kepler-195 c,,0.205786,34.096863,2454986.81712,,,0.138282,3.904,19.20806111123827,47.96666944444438,,,,5329,0.775
GJ 3470 b,0.0439856,0.0356088,3.336649,2456340.72559,0.0057,88.12,0.374365,0.0799,7.9849638888571,15.39152777777778,12.33,,,3600,0.503
Kepler-290 c,,0.216407,36.77031,2454997.29316,,,0.240878,4.278,19.09400000042385,42.68155000050862,,,,5147,0.743
Kepler-334 d,,0.167766,25.09849,2454978.56945,,,0.125792,2.767,19.14271111064487,47.11518888897366,,,,5828,1.068
Kepler-273 c,,0.0783802,8.014927,2454967.83202,,,0.176644,3.379,19.42014999998941,47.69776111072964,,,,5626,0.815
Kepler-266 b,,0.0689878,6.61833,2455193.3696,,,0.221251,3.717,19.63228888935513,44.16691111110978,,,,5885,1.028
Kepler-223 b,,0.0742116,7.384108,2454970.48632,,,0.150772,5.416,19.88788888878292,47.2794888888465,,,,5829,1.017
HD 17156 b,3.30035,0.163197,21.21663,2454756.73134,0.00528529,87.816,1.02,0.13375,2.828977777693007,71.7533111111323,8.17,,,6079,1.507
Kepler-137 c,,0.138056,18.735753,2455010.63394,,,0.167722,3.005,18.8090388891432,43.03910000006358,,,,5187,0.802
Kepler-116 c,,0.108599,13.07163,2454977.43294,,,0.205192,3.024,19.64946944448683,43.53683055559794,,,,6142,1.454
Kepler-117 b,,0.138351,18.795952,2454978.82028,,,0.696762,7.522,19.25286944442325,48.04023055553436,,,,6169,1.471
Kepler-381 c,,0.110364,13.391635,2454966.05506,,,0.0999197,3.417,19.01218888918559,43.83108055538602,,,,6152,1.568
Kepler-354 d,,0.163783,24.209842,2454974.4763,,,0.110625,4.373,19.05010000000398,41.33563888894187,,,,4648,0.674
Kepler-332 c,,0.124244,15.995622,2454977.23834,,,0.0972433,3.379,19.11086111068726,47.41369999991523,,,,4955,0.72
Kepler-46 b,,0.1969,33.60134,2455053.2943,0.006349,89.038,0.808,0.168264,19.28458305557569,42.60416666666667,,,,5155,0.938
Kepler-367 b,,0.22049,37.815724,2454974.09798,,,0.115978,4.631,19.8194888888465,49.98163055525886,,,,4710,0.695
TrES-2 b,1.19316,0.0355765,2.47063,2453957.6358,0.0157,83.57,1.224,0.0762269,19.12056527773539,49.31638888888889,11.411,,,5850,1.003
Kepler-235 d,,0.144489,20.060548,2454980.46149,,,0.182889,3.312,19.07193888876173,39.27831944465637,,,,4255,0.554
Kepler-282 c,,0.111718,13.638723,2454974.77809,,,0.107057,5.573,18.97848888927036,44.79768055597941,,,,5602,0.904
Kepler-324 c,,0.271972,51.805612,2455016.00049,,,0.281024,6.589,19.09809999995761,49.64901944478353,,,,5194,0.84
Kepler-394 c,,0.103323,12.130686,2454972.89729,,,0.148095,3.819,19.75346111112171,50.6723194445504,,,,6402,1.132
Kepler-385 c,,0.119895,15.163161,2454977.45741,,,0.271211,6.804,19.62256944444444,50.33653888887829,,,,6326,1.126
WASP-7 b,0.919256,0.0604573,4.954658,2453985.0149,0.00579,89.6,0.915,0.1573,20.7361719444063,-39.2252222220103,9.54,,,6400,1.236
WASP-41 b,0.931742,0.0404959,3.052401,2455343.463,0.0186,87.7,1.2,0.108,12.70791583326128,-30.63986111111111,11.63,,,5450,0.9
Kepler-304 c,,0.0596111,5.315946,2454965.42892,,,0.193594,1.114,19.62945000012716,40.55758888880411,,,,4731,0.687
Kepler-303 b,,0.0304113,1.937055,2454967.71867,,,0.0794005,1.535,18.87570000012716,43.65704999976688,,,,3944,0.485
WASP-44 b,0.88769,0.0347371,2.4238039,2455434.376,0.01588,86.02,1.14,0.0936,0.2602138890160455,-11.93813888867696,12.9,,,5410,0.927
Kepler-260 c,,0.351296,76.050178,2454994.71209,,,0.155232,6.826,19.4617305554284,38.01411944495307,,,,5250,0.862
Kepler-286 c,,0.0448402,3.468095,2454969.00318,,,0.122223,2.305,19.37841111077203,48.29428888850742,,,,5580,0.863
CoRoT-12 b,0.916321,0.0401409,2.828042,2454398.62707,0.01744,85.48,1.44,0.10726,6.717711666689979,-1.296416666242811,15.515,,,5675,1.116
CoRoT-1 b,1.02603,0.0253191,1.5089557,2454159.4532,0.0192654,85.1,1.49,0.104444,6.805325555801391,-3.10211111108462,13.6,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B,Barge 2008,5950,1.11
Kepler-267 b,,0.0438489,3.353728,2454967.86887,,,0.176644,1.494,19.98868888907963,47.15746111128065,,,,4258,0.555
Kepler-112 c,,0.182918,28.574263,2454976.8308,,,0.214114,4.963,19.79873055564033,43.20974999957615,,,,5544,0.841
Kepler-173 b,,0.0514597,4.263742,2454966.72031,,,0.115086,2.261,19.64311111132304,41.88411111109787,,,,6031,0.949
Kepler-301 c,,0.0603792,5.419026,2454964.64467,,,0.120439,2.281,18.93219999949137,49.23298888842265,,,,5815,0.9
HD 189733 b,1.14039,0.0309953,2.21857567,2454279.436714,0.0241221,85.71,1.138,0.0757388,20.01214166641235,22.71146111064487,7.67,,,5040,0.756
Kepler-404 b,,0.101608,11.829851,2454970.61764,,,0.113302,5.635,19.0932388888465,45.34353055530124,,,,5654,0.884
Kepler-285 c,,0.0659546,6.186676,2454969.63351,,,0.0999197,2.908,19.42606111102634,48.06561111132304,,,,5411,0.808
Kepler-174 c,,0.243919,44.000529,2455043.75908,,,0.132929,5.177,19.16261111153496,43.83208888901605,,,,4880,0.622
Kepler-286 b,,0.0289196,1.796302,2454966.33057,,,0.110625,1.974,19.37841111077203,48.29428888850742,,,,5580,0.863
Kepler-206 d,,0.160305,23.44281,2454985.01049,,,0.106165,5.389,19.44231111102634,41.83386111110449,,,,5764,1.185
Kepler-209 c,,0.235528,41.749882,2454986.83986,,,0.276563,5.63,19.41130000008477,42.6408111111323,,,,5513,0.935
Kepler-134 c,,0.0914787,10.105785,2454968.50716,,,0.11241,2.059,18.98260000016954,49.59840000046624,,,,5983,1.176
Kepler-126 b,,0.0938169,10.495711,2455005.78966,,,0.135605,4.815,19.28981944455041,44.20851111094157,,,,6239,1.358
Kepler-329 c,,0.137805,18.684737,2454969.14841,,,0.172183,3.948,19.95120000004768,45.22743055555556,,,,4257,0.523
WASP-72 b,1.40552,0.036575,2.216726,2455583.6557,0.00367,86.8,1.01,0.1565,2.736000000105964,-30.16919444455041,10.88,,,6250,1.71
Kepler-135 b,,0.0646392,6.00253,2455004.71611,,,0.161477,3.952,19.36633888880412,38.7954805554284,,,,6090,1.275
Kepler-149 b,,0.185574,29.198943,2455018.44022,,,0.375591,5.074,19.05691111087799,38.38411944442325,,,,5381,0.953
Kepler-289 c,,0.491526,125.866438,2455069.6563,,,1.16335,9.001,19.83101944393582,42.88283888922798,,,,5930,1.162
Kepler-174 d,,0.771174,247.35373,2455197.15875,,,0.195379,8.773,19.16261111153496,43.83208888901605,,,,4880,0.622
Kepler-253 d,,0.135013,18.119869,2455015.6162,,,0.282808,4.29,19.45613055547078,44.85808888912201,,,,5208,0.786
Kepler-9 d,,0.0266925,1.592851,2455015.0943,0.00021609,,0.146311,0.0820833,19.03826555569967,38.40086111108462,13.9,,,,1.1
Kepler-49 b,,0.0598092,7.2037945,2455003.28753,,,0.242446,0.124025,19.48630583339267,40.59177777767182,,,,3974,0.53
WASP-67 b,0.418184,0.0517914,4.61442,2455824.3742,0.0181,85.8,1.4,0.079,19.71625333362156,-19.94955555597941,12.54,,,5200,0.87
Kepler-32 b,0,0.0520435,5.90124,2454974.902,0.00151321,,0.1963,0.088,19.85616027779049,46.57424999978807,,,,3793,0.53
Kepler-83 c,,0.125924,20.09,,,,0.211,,18.81549999978807,43.66563888867696,,,,4648,0.61
CoRoT-26 b,0.478732,0.052477,4.20474,2454573.6299,0.00515524,86.8,1.26,0.227917,18.65003416666761,6.969777777724796,15.756,,,5590,1.79
HAT-P-12 b,0.210772,0.0383737,3.2130598,2454419.19556,0.019768,89,0.959,0.0974,13.95929999987284,43.4935277779897,12.84,,,4650,0.701
Kepler-178 c,,0.146843,20.552802,2454978.02634,,,0.256936,2.205,19.14006944444444,46.89648055606418,,,,5676,1.066
Kepler-82 d,,0.0349155,2.382961,2454968.08186,,,0.157909,2.026,19.52488888899485,42.96613888846504,,,,5428,0.945
Kepler-130 d,,0.385778,87.517905,2455034.15805,,,0.146311,1.824,19.23003888871935,40.24533055517409,,,,5884,1.127
Kepler-355 b,,0.0969854,11.03189,2455195.3382,,,0.130252,4.935,19.05330000003179,42.81178055551317,,,,6184,1.066
Kepler-220 c,,0.0848919,9.034199,2455004.01425,,,0.140066,1.486,19.43373888889948,46.8957388888465,,,,4632,0.666
Kepler-243 b,,0.0625614,5.715442,2455007.87832,,,0.218574,2.484,19.00736944463518,42.03396111110846,,,,5228,0.842
Kepler-297 b,,0.224576,38.871826,2455004.28713,,,0.256044,6.125,18.88061111132304,48.77763888888889,,,,5619,0.915
Kepler-220 b,,0.05062,4.159807,2454966.78646,,,0.0722634,1.626,19.43373888889948,46.8957388888465,,,,4632,0.666
Kepler-245 c,,0.131719,17.460812,2454970.26441,,,0.194487,2.244,19.44260000016954,42.43631944444444,,,,5100,0.795
Kepler-25 c,0,0.113953,12.720359,2454986.0871,0.00133883,,0.401105,0.120417,19.10922777811686,39.48786111089918,10.77,,,6190,1.36
HATS-2 b,1.34754,0.0229834,1.354133,2455954.58576,0.0178222,87.2,1.168,0.0862,11.78260277748108,-22.56299999978807,13.562,,,5227,0.898
WASP-29 b,0.242938,0.0456587,3.922727,2455320.2341,0.0102,88.8,0.792,0.1108,23.85863472196791,-39.90672222243415,11.3,,,4800,0.808
OGLE-TR-182 b,1.02162,0.0513517,3.9791,2454270.572,0.0104,85.7,1.13,,11.15519722196791,-61.09525000042386,16.84,,,5924,1.14
Kepler-222 d,,0.180811,28.081912,2455027.91404,,,0.3292,4.541,19.19373888863458,46.93776944451862,,,,5433,0.869
Kepler-394 b,,0.0783155,8.005013,2454971.71069,,,0.142742,3.419,19.75346111112171,50.6723194445504,,,,6402,1.132
Kepler-218 b,,0.0461345,3.619337,2454968.43801,,,0.132037,3.014,19.69418888939752,46.26646944469876,,,,5502,1.063
Kepler-54 c,,0.0822829,12.0717249,2454976.44842,,,0.109635,0.207242,19.65159583330154,43.05627777788374,,,,3705,0.5
Kepler-33 b,,0.0677431,5.66793,2454964.8981,0.0000868,86.39,0.155094,0.201822,19.27183666653103,46.00519444465638,13.74,,,5904,1.82
Kepler-391 b,,0.0744302,7.416755,2454970.95889,,,0.285485,6.832,19.37478888882531,51.05730000019073,,,,4940,3.569
Kepler-55 e,,0.0542683,4.617534,2454968.04254,,,0.138282,2.132,19.0112194442749,44.02646111064487,,,,4503,0.619
